company_name,establishment_name,state,naics_code,industry_description,size,employees,total_injuries,total_deaths,total_dafw_cases,total_djtr_cases,risk_score,normalized_risk,injury_rate,fatality_rate,severity_load,lost_time_index,industry_avg_risk,risk_z_score,risk_category
State of Alaska,Dept. of Military and Veterans Affairs 11,AK,923140,,1,1.0,2,0,0,1,3.85,3850.0,2000.0,0.0,1,35,2.29,0.21,NORMAL RISK
Beth Israel Lahey Health,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,622110,,22,56.0,102,0,47,2,214.49,3830.18,1821.43,0.0,49,1549,80.37,0.87,NORMAL RISK
"Creech Horse Transportation, INC","Creech Horse Transportation, INC IL",IL,484230,"Livestock trucking, long-distance",1,1.0,1,0,1,0,3.82,3820.0,1000.0,0.0,1,82,6.44,-0.2,NORMAL RISK
ROLLING FRITO LAY SALES,PORTLAND DC   EmpWorkCtrCd 30001467,OR,424450,Confectionery Merchant Wholesalers,1,4.0,6,0,2,2,15.28,3820.0,1500.0,0.0,4,228,5.29,0.11,NORMAL RISK
US Postal Service,WM F BOLGER MGMT ACADEMY_1444358,MD,491110,Mail and Parcel Delivery,1,5.0,9,0,3,2,19.1,3820.0,1800.0,0.0,5,110,9.91,0.6,NORMAL RISK
US Postal Service,ANDREW_1353067,IA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.81,3810.0,1000.0,0.0,1,81,9.91,-0.4,NORMAL RISK
US Postal Service,COLERIDGE_1358631,NE,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,3.78,3780.0,1000.0,0.0,1,128,9.91,-0.4,NORMAL RISK
US Postal Service,WHITTINGTON_1387633,IL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.78,3780.0,1000.0,0.0,1,78,9.91,-0.4,NORMAL RISK
US Postal Service,OTTERBEIN_1376430,IN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.75,3750.0,1000.0,0.0,1,75,9.91,-0.4,NORMAL RISK
US Postal Service,TANNER_1384282,AL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.74,3740.0,1000.0,0.0,1,74,9.91,-0.4,NORMAL RISK
"Matthews Senior Housing, LLC",Shawano Place Senior Living,WI,623312,Assisted Living Facilities for the Elderly,21,2.0,2,0,1,1,7.47,3735.0,1000.0,0.0,2,197,6.93,0.06,NORMAL RISK
CBRE Inc,CBRE-300 Vesey Street,NY,561210,Activities related to Real Estate and Facilities Support Services,1,1.0,1,0,1,0,3.73,3730.0,1000.0,0.0,1,73,1.67,0.15,NORMAL RISK
US Postal Service,LONDON_1370829,AR,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.72,3720.0,1000.0,0.0,1,72,9.91,-0.4,NORMAL RISK
"The Arthur Jackson Company LLC dba Pritchard Industries, LLC",AJC- Insomnia Cookies,PA,561720,Janitorial services,1,1.0,1,0,1,0,3.71,3710.0,1000.0,0.0,1,71,3.25,0.03,NORMAL RISK
US Postal Service,DIXMONT_1360952,ME,491110,Mail and Parcel Delivery,1,1.0,2,0,0,1,3.67,3670.0,2000.0,0.0,1,17,9.91,-0.41,NORMAL RISK
SmartStop Storage Advisors LLC,6093 SmartStop - Colorado Springs Airport Rd,CO,531312,"Property managing, nonresidential real estate",1,3.0,4,0,1,2,11.0,3666.67,1333.33,0.0,3,200,2.61,0.99,NORMAL RISK
GEM Industrial Inc.,GEM Industrial Inc. - North Star BlueScope Steel (Project Aristotle),OH,236210,Industrial building (except warehouses) construction,21,1.0,1,0,1,0,3.64,3640.0,1000.0,0.0,1,64,3.63,0.0,NORMAL RISK
NEW COMMUNITY MASTER,Susex,NJ,561990,561990 All Other Support Services,1,1.0,1,0,1,0,3.62,3620.0,1000.0,0.0,1,62,6.6,-0.18,NORMAL RISK
NEW COMMUNITY MASTER,Commons Senior,NJ,561990,561990 All Other Support Services,1,1.0,1,0,1,0,3.61,3610.0,1000.0,0.0,1,61,6.6,-0.18,NORMAL RISK
Ricoh USA Inc,747 - Genesiscare Usa,FL,423420,Office Equipment,1,1.0,1,0,1,0,3.59,3590.0,1000.0,0.0,1,59,0.26,2.89,HIGH RISK OUTLIER
US Postal Service,FLAT ROCK_1363487,AL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.59,3590.0,1000.0,0.0,1,59,9.91,-0.41,NORMAL RISK
US Postal Service,BRAXTON_1355722,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.58,3580.0,1000.0,0.0,1,58,9.91,-0.41,NORMAL RISK
GP Landscape,GP Landscape,CA,561730,Landscape care and maintenance services,2,8.0,16,0,0,8,28.58,3572.5,2000.0,0.0,8,58,6.22,1.69,ABOVE AVERAGE RISK
FedEx Freight,Grand Junction Shop CO FXFE-GJNS,CO,484122,Less Than Truckload General Freight Trucking,1,1.0,1,0,1,0,3.57,3570.0,1000.0,0.0,1,57,10.61,-0.43,NORMAL RISK
BrightView,34090 Closed  BVLS  Lakewood,FL,561730,Landscaping Services,1,1.0,2,0,0,1,3.57,3570.0,2000.0,0.0,1,7,6.22,-0.2,NORMAL RISK
US Postal Service,REDDING RIDGE_1378980,CT,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.55,3550.0,1000.0,0.0,1,55,9.91,-0.42,NORMAL RISK
DUO_GARD INDUSTRIES_ INC,DUO_GARD INDUSTRIES_ INC_Building 2 Executive Drive,MI,236220,Commercial and Institutional Building Construction,1,1.0,2,0,0,1,3.55,3550.0,2000.0,0.0,1,5,3.15,0.02,NORMAL RISK
Blue Ridge Property Management LLC,"Village Green - Wilmington, NC",NC,531311,Property Management,3,3.0,3,0,3,1,10.62,3540.0,1000.0,0.0,4,12,1.79,1.08,ABOVE AVERAGE RISK
US Postal Service,SIBLEY_1381612,LA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.54,3540.0,1000.0,0.0,1,54,9.91,-0.42,NORMAL RISK
US Postal Service,HOLBROOK_1367157,PA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.53,3530.0,1000.0,0.0,1,53,9.91,-0.42,NORMAL RISK
Welltower Inc.,"Welltower Inc. (Property Mgmt - DALLAS, TX (N CENTRAL EXPRESSWAY)												",TX,531312,Nonresidential  property managing,1,1.0,1,0,1,0,3.52,3520.0,1000.0,0.0,1,52,2.61,0.11,NORMAL RISK
S2C Management LLC,Hyde Park at Valley Ranch,TX,531110,Residential Property Management,1,1.0,2,0,0,1,3.52,3520.0,2000.0,0.0,1,2,2.34,0.15,NORMAL RISK
US Postal Service,WHITMORE_1387615,CA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.51,3510.0,1000.0,0.0,1,51,9.91,-0.42,NORMAL RISK
US Postal Service,CENTRAL_1432933,OH,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.5,3500.0,1000.0,0.0,1,50,9.91,-0.42,NORMAL RISK
US Postal Service,CREOLA_1359785,AL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.5,3500.0,1000.0,0.0,1,50,9.91,-0.42,NORMAL RISK
CARSON CONCRETE CORPORATION,CARSON CONCRETE CORPORATION,PA,238110,CONCRETE CONSTRUCTION,22,5.0,4,0,4,0,17.2,3440.0,800.0,0.0,4,520,6.86,0.82,NORMAL RISK
GOODWILL OF SF BAY,7246_Donation Site - Moraga,CA,459510,Used Merchandise Retailer,21,3.0,2,0,2,0,10.28,3426.67,666.67,0.0,2,428,4.12,0.37,NORMAL RISK
Westport Properties Inc,PLANO  FULGHAM,TX,531130,Lessors of self storage units,3,1.0,1,0,0,1,3.42,3420.0,1000.0,0.0,1,92,1.34,0.33,NORMAL RISK
US Postal Service,CORDOVA_1359250,MD,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.42,3420.0,1000.0,0.0,1,42,9.91,-0.42,NORMAL RISK
EMERGE Enterprises,Furnish - EEI,MN,624190,"Social service centers, multipurpose",1,2.0,2,0,2,0,6.84,3420.0,1000.0,0.0,2,84,5.23,0.08,NORMAL RISK
Westport Properties Inc,RALEIGH  TOWN CENTER DRIVE,NC,531130,Lessors of self storage units,3,2.0,2,0,0,2,6.83,3415.0,1000.0,0.0,2,183,1.34,0.86,NORMAL RISK
US Postal Service,PLAINFIELD_1377707,PA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.41,3410.0,1000.0,0.0,1,41,9.91,-0.42,NORMAL RISK
AAA COOPER TRANSPORTATION,AUG-GPA,GA,484121,"Bulk mail truck transportation, contract, long-distance (TL)",1,5.0,4,0,4,0,17.05,3410.0,800.0,0.0,4,505,9.02,0.3,NORMAL RISK
Sodexo  Inc.,SODEXO AT KEISER U   SARASOTA 6001   FM,FL,561210,Facilities Support Services,1,1.0,1,0,0,1,3.4,3400.0,1000.0,0.0,1,90,1.67,0.12,NORMAL RISK
US Postal Service,EHRHARDT_1362158,SC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.4,3400.0,1000.0,0.0,1,40,9.91,-0.43,NORMAL RISK
Avista,Avista Boulder Park,WA,221118,"Electric power generation, hydroelectric",1,3.0,3,0,1,2,10.2,3400.0,1000.0,0.0,3,220,3.09,1.12,ABOVE AVERAGE RISK
US Postal Service,COALDALE_1358490,PA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.4,3400.0,1000.0,0.0,1,40,9.91,-0.43,NORMAL RISK
YRC Freight,MD-Hagerstown-153-YRC Freight,MD,484122,Freight Trucking lTL,21,1.0,1,0,1,0,3.39,3390.0,1000.0,0.0,1,39,10.61,-0.45,NORMAL RISK
US Postal Service,BENNET NE_1354650,NE,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,3.39,3390.0,1000.0,0.0,1,89,9.91,-0.43,NORMAL RISK
US Postal Service,DUBBERLY_1361367,LA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.39,3390.0,1000.0,0.0,1,39,9.91,-0.43,NORMAL RISK
Ricoh USA Inc,1573 - Us Cellular 511,WI,423420,Office Equipment,1,1.0,1,0,0,1,3.38,3380.0,1000.0,0.0,1,88,0.26,2.71,HIGH RISK OUTLIER
US Postal Service,SHREWSBURY_1381597,MA,491110,Mail and Parcel Delivery,1,3.0,4,0,3,0,10.12,3373.33,1333.33,0.0,3,12,9.91,0.01,NORMAL RISK
US Postal Service,MENAN_1372683,ID,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.37,3370.0,1000.0,0.0,1,37,9.91,-0.43,NORMAL RISK
US Postal Service,PICKETT_1377426,WI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.36,3360.0,1000.0,0.0,1,36,9.91,-0.43,NORMAL RISK
US Postal Service,EVERETTS_1438155,NC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.36,3360.0,1000.0,0.0,1,36,9.91,-0.43,NORMAL RISK
US Postal Service,ONONDAGA_1376161,MI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.35,3350.0,1000.0,0.0,1,35,9.91,-0.43,NORMAL RISK
Ecumen,Snelling Yards,MN,623312,Assisted-living facilities without on-site nursing care facilities,1,2.0,1,0,2,0,6.68,3340.0,500.0,0.0,2,168,6.93,-0.03,NORMAL RISK
Acadia Healthcare Management Company Inc,Bronson Behavioral Health,MI,622210,Psychiatric and Substance Abuse Hospitals,1,3.0,10,0,0,0,10.0,3333.33,3333.33,0.0,0,0,26.75,-0.2,NORMAL RISK
"Comcast Cable Communications Management, LLC",MNN70,MN,517111,Cable and Other Subscription Programming,1,1.0,1,0,1,0,3.33,3330.0,1000.0,0.0,1,33,4.31,-0.1,NORMAL RISK
US Postal Service,CIRCLEVILLE_1358076,UT,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.33,3330.0,1000.0,0.0,1,33,9.91,-0.43,NORMAL RISK
US Postal Service,HAYDENVILLE_1366537,MA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.33,3330.0,1000.0,0.0,1,33,9.91,-0.43,NORMAL RISK
Cleary Building Corporation,Cleary Building - Clinton,IL,238130,Post framing contractors,1,8.0,4,0,4,0,26.62,3327.5,500.0,0.0,4,1462,9.87,0.63,NORMAL RISK
US Postal Service,HARRELLSVILLE_1366288,NC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.31,3310.0,1000.0,0.0,1,31,9.91,-0.43,NORMAL RISK
"Amergis Healthcare Staffing Services, Inc.	",Orange Field Office,CA,561320,Temporary staffing services,2,82.0,91,0,66,0,271.17,3306.95,1109.76,0.0,66,4817,6.99,10.5,CRITICAL OUTLIER
US Postal Service,ROLETTE_1379778,ND,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.3,3300.0,1000.0,0.0,1,30,9.91,-0.43,NORMAL RISK
US Postal Service,MAXWELTON_1372201,WV,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.3,3300.0,1000.0,0.0,1,30,9.91,-0.43,NORMAL RISK
US Postal Service,QUINTON_1378657,AL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.3,3300.0,1000.0,0.0,1,30,9.91,-0.43,NORMAL RISK
US Postal Service,WALDORF_1386212,MD,491110,Mail and Parcel Delivery,1,4.0,4,0,4,0,13.18,3295.0,1000.0,0.0,4,118,9.91,0.21,NORMAL RISK
Questar Solutions,Mauser Packaging,WA,423840,Reconditioned barrels and drums merchant wholesalers,1,2.0,2,0,0,2,6.58,3290.0,1000.0,0.0,2,158,2.9,0.45,NORMAL RISK
US Postal Service,CUMBERLAND CITY_1360019,TN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.29,3290.0,1000.0,0.0,1,29,9.91,-0.43,NORMAL RISK
US Postal Service,GAHANNA_1437600,OH,491110,Mail and Parcel Delivery,1,3.0,4,0,1,2,9.87,3290.0,1333.33,0.0,3,87,9.91,-0.0,NORMAL RISK
Medical Associates,Medical Associates Maintenance Shop,IA,238350,Built-in wood cabinets constructed on site,1,2.0,3,0,0,2,6.57,3285.0,1500.0,0.0,2,57,6.2,0.04,NORMAL RISK
US Postal Service,BURDEN_1356346,KS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.28,3280.0,1000.0,0.0,1,28,9.91,-0.43,NORMAL RISK
US Postal Service,MONTROSE SD_1373678,SD,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.28,3280.0,1000.0,0.0,1,28,9.91,-0.43,NORMAL RISK
US Postal Service,SILVER SPRING_1381688,MD,491110,Mail and Parcel Delivery,1,2.0,2,0,2,0,6.55,3275.0,1000.0,0.0,2,55,9.91,-0.22,NORMAL RISK
US Postal Service,WILEY FORD_1387692,WV,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.27,3270.0,1000.0,0.0,1,27,9.91,-0.43,NORMAL RISK
US Postal Service,FAIRCHILD_1362962,WI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.26,3260.0,1000.0,0.0,1,26,9.91,-0.43,NORMAL RISK
US Postal Service,HODGES_1367140,AL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.25,3250.0,1000.0,0.0,1,25,9.91,-0.44,NORMAL RISK
US Postal Service,COLERAIN_1358628,NC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.25,3250.0,1000.0,0.0,1,25,9.91,-0.44,NORMAL RISK
US Postal Service,HATLEY_1366468,WI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.25,3250.0,1000.0,0.0,1,25,9.91,-0.44,NORMAL RISK
US Postal Service,RICHFORD_1379222,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.25,3250.0,1000.0,0.0,1,25,9.91,-0.44,NORMAL RISK
US Postal Service,MAYER_1372212,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.25,3250.0,1000.0,0.0,1,25,9.91,-0.44,NORMAL RISK
US Postal Service,LAUREL IA_1369946,IA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.24,3240.0,1000.0,0.0,1,24,9.91,-0.44,NORMAL RISK
Delux Public Charter,JSX (BUR),CA,481211,"Air passenger carriers, nonscheduled",2,8.0,8,0,4,5,25.89,3236.25,1000.0,0.0,9,239,4.08,2.55,HIGH RISK OUTLIER
US Postal Service,STURGEON_1383801,MO,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.23,3230.0,1000.0,0.0,1,23,9.91,-0.44,NORMAL RISK
US Postal Service,SOUTH MACON ANNEX_1533196,GA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.23,3230.0,1000.0,0.0,1,23,9.91,-0.44,NORMAL RISK
US Postal Service,RAMONA_1378740,OK,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,3.23,3230.0,1000.0,0.0,1,73,9.91,-0.44,NORMAL RISK
US Postal Service,HEMLOCK_1366691,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.22,3220.0,1000.0,0.0,1,22,9.91,-0.44,NORMAL RISK
US Postal Service,CANONSBURG_1356882,PA,491110,Mail and Parcel Delivery,1,2.0,2,0,2,0,6.44,3220.0,1000.0,0.0,2,44,9.91,-0.23,NORMAL RISK
Sodexo  Inc.,SODEXO AT USHR LONGWORTH C STORE,DC,722310,Food Service Contractors,1,1.0,1,0,1,0,3.21,3210.0,1000.0,0.0,1,21,1.39,0.31,NORMAL RISK
US Postal Service,OXFORD JUNCTION_1376509,IA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.21,3210.0,1000.0,0.0,1,21,9.91,-0.44,NORMAL RISK
CrossCountry Freight Solutions,PHX,AZ,484110,General Freight Trucking,21,2.0,3,0,0,2,6.41,3205.0,1500.0,0.0,2,41,7.49,-0.09,NORMAL RISK
US Postal Service,LANCING_1369792,TN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.2,3200.0,1000.0,0.0,1,20,9.91,-0.44,NORMAL RISK
US Postal Service,KOPPERL_1369275,TX,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.19,3190.0,1000.0,0.0,1,19,9.91,-0.44,NORMAL RISK
US Postal Service,HEBRON_1366625,KY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.19,3190.0,1000.0,0.0,1,19,9.91,-0.44,NORMAL RISK
S2C Management LLC,The Hathaway at Willow Bend,TX,531110,Residential Property Management,1,1.0,1,0,1,0,3.19,3190.0,1000.0,0.0,1,19,2.34,0.1,NORMAL RISK
US Postal Service,HICKORY_1366877,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.18,3180.0,1000.0,0.0,1,18,9.91,-0.44,NORMAL RISK
US Postal Service,COLLEGE PARK_1358657,MD,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.18,3180.0,1000.0,0.0,1,18,9.91,-0.44,NORMAL RISK
"Encore at Mahtomedi				","Encore at Mahtomedi				",MN,623311,"Retirement communities, continuing care",21,2.0,2,0,2,0,6.36,3180.0,1000.0,0.0,2,36,11.23,-0.25,NORMAL RISK
US Postal Service,MIDDLEBORO_1372935,MA,491110,Mail and Parcel Delivery,1,2.0,2,0,2,0,6.35,3175.0,1000.0,0.0,2,35,9.91,-0.23,NORMAL RISK
US Postal Service,WINGO_1387985,KY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.17,3170.0,1000.0,0.0,1,17,9.91,-0.44,NORMAL RISK
US Postal Service,OSYKA_1376399,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.17,3170.0,1000.0,0.0,1,17,9.91,-0.44,NORMAL RISK
US Postal Service,VOLCANO_1386071,CA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.17,3170.0,1000.0,0.0,1,17,9.91,-0.44,NORMAL RISK
US Postal Service,SNOVER_1381938,MI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.17,3170.0,1000.0,0.0,1,17,9.91,-0.44,NORMAL RISK
US Postal Service,ASSAWOMAN_1353534,VA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.16,3160.0,1000.0,0.0,1,16,9.91,-0.44,NORMAL RISK
US Postal Service,WRENSHALL_1388333,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.16,3160.0,1000.0,0.0,1,16,9.91,-0.44,NORMAL RISK
US Postal Service,SAINT MARY_1380398,MO,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.15,3150.0,1000.0,0.0,1,15,9.91,-0.44,NORMAL RISK
US Postal Service,NEWFOLDEN_1439040,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.15,3150.0,1000.0,0.0,1,15,9.91,-0.44,NORMAL RISK
C&C Machine and Fabrication LLC,C&C Machine and Fabrication LLC,MS,332710,Machine shops,21,1.0,1,0,1,0,3.14,3140.0,1000.0,0.0,1,14,3.65,-0.08,NORMAL RISK
US Postal Service,BATCHELOR_1354173,LA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.14,3140.0,1000.0,0.0,1,14,9.91,-0.44,NORMAL RISK
US Postal Service,CRESTON_1359817,WA,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,3.14,3140.0,1000.0,0.0,1,64,9.91,-0.44,NORMAL RISK
Prolink Staffing Services LLC,Columbus Operations,OH,561311,,1,3.0,5,0,2,0,9.41,3136.67,1666.67,0.0,2,41,10.1,-0.02,NORMAL RISK
busch products inc,busch products inc,NY,327991,"Cut stone products (e.g., blocks, statuary) manufacturing",21,90.0,5,0,2,0,281.64,3129.33,55.56,0.0,2,27264,4.01,18.39,CRITICAL OUTLIER
US Postal Service,LEISURE WORLD_1442508,CA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.12,3120.0,1000.0,0.0,1,12,9.91,-0.44,NORMAL RISK
US Postal Service,LOVELY_1371042,KY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.12,3120.0,1000.0,0.0,1,12,9.91,-0.44,NORMAL RISK
US Postal Service,DUNCANVILLE_1361442,AL,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.11,3110.0,1000.0,0.0,1,11,9.91,-0.44,NORMAL RISK
US Postal Service,BRUSHTON_1356160,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.11,3110.0,1000.0,0.0,1,11,9.91,-0.44,NORMAL RISK
US Postal Service,KANSASVILLE_1368689,WI,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,3.11,3110.0,1000.0,0.0,1,61,9.91,-0.44,NORMAL RISK
"Matthews Senior Housing, LLC",Courtyard at Freemont,OH,623312,Assisted Living Facilities for the Elderly,21,2.0,2,0,1,1,6.22,3110.0,1000.0,0.0,2,72,6.93,-0.08,NORMAL RISK
US Postal Service,WOODS HOLE_1434363,MA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.11,3110.0,1000.0,0.0,1,11,9.91,-0.44,NORMAL RISK
US Postal Service,BERNE_1354760,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.11,3110.0,1000.0,0.0,1,11,9.91,-0.44,NORMAL RISK
US Postal Service,LITTLE MOUNTAIN_1370638,SC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.11,3110.0,1000.0,0.0,1,11,9.91,-0.44,NORMAL RISK
US Postal Service,STATE DEPARTMENT_1434199,DC,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.11,3110.0,1000.0,0.0,1,11,9.91,-0.44,NORMAL RISK
Clatsop County,Clatsop County Animal Shelter,OR,922120,Sheriffs' offices (except court functions only),1,4.0,8,0,2,0,12.41,3102.5,2000.0,0.0,2,41,30.26,-0.2,NORMAL RISK
CBRE Inc,CBRE-400 North Aberdeen,IL,561210,Activities related to Real Estate and Facilities Support Services,1,1.0,1,0,1,0,3.1,3100.0,1000.0,0.0,1,10,1.67,0.1,NORMAL RISK
US Postal Service,SUSANVILLE_1384053,CA,491110,Mail and Parcel Delivery,1,2.0,2,0,2,0,6.19,3095.0,1000.0,0.0,2,19,9.91,-0.24,NORMAL RISK
US Postal Service,STANLEY_1383274,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.09,3090.0,1000.0,0.0,1,9,9.91,-0.45,NORMAL RISK
US Postal Service,ROCKLAND_1379677,WI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.09,3090.0,1000.0,0.0,1,9,9.91,-0.45,NORMAL RISK
US Postal Service,STA A PLAINFIELD_1383430,NJ,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.09,3090.0,1000.0,0.0,1,9,9.91,-0.45,NORMAL RISK
US Postal Service,STREETSBORO_1437081,OH,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.08,3080.0,1000.0,0.0,1,8,9.91,-0.45,NORMAL RISK
US Postal Service,UTICA_1385592,PA,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.08,3080.0,1000.0,0.0,1,8,9.91,-0.45,NORMAL RISK
US Postal Service,CALLAWAY_1356654,MN,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.08,3080.0,1000.0,0.0,1,8,9.91,-0.45,NORMAL RISK
CrossCountry Freight Solutions,IDA,ID,484110,General Freight Trucking,1,1.0,1,0,1,0,3.08,3080.0,1000.0,0.0,1,8,7.49,-0.37,NORMAL RISK
Eden Housing,5903_20624,CA,531311,,3,1.0,1,0,1,0,3.08,3080.0,1000.0,0.0,1,8,1.79,0.16,NORMAL RISK
S2C Management LLC,Westley,TX,531110,Residential Property Management,1,1.0,1,0,0,1,3.07,3070.0,1000.0,0.0,1,57,2.34,0.09,NORMAL RISK
US Postal Service,KENDALL_1368829,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.07,3070.0,1000.0,0.0,1,7,9.91,-0.45,NORMAL RISK
US Postal Service,GUNTOWN_1365866,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.07,3070.0,1000.0,0.0,1,7,9.91,-0.45,NORMAL RISK
US Postal Service,FOSTORIA_1363894,MI,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.07,3070.0,1000.0,0.0,1,7,9.91,-0.45,NORMAL RISK
Goodwill Industries of Lane and South Coast Counties,ADC 29th & Portland,OR,459510,Used merchandise store,1,2.0,2,0,2,0,6.13,3065.0,1000.0,0.0,2,13,4.12,0.12,NORMAL RISK
US Postal Service,GRAND RIVER CARRIER ANNEX_1462245,MI,491110,Mail and Parcel Delivery,1,9.0,9,0,5,2,27.57,3063.33,1000.0,0.0,7,557,9.91,1.15,ABOVE AVERAGE RISK
US Postal Service,HUNTINGTON_1367668,AR,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
"Anchorage, Municipality Of (Inc)",MOA Eagle River Development Services,AK,921190,General public administration,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,15.19,-0.23,NORMAL RISK
US Postal Service,STATE LINE_1383341,MS,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
MONTGOMERY COUNTY,1941 MRC 2999 HAMBURG ST,NY,623210,RESIDENTIAL CARE,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,5.7,-0.12,NORMAL RISK
US Postal Service,WESTFORD_1387292,VT,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
US Postal Service,PONCHA SPRINGS_1378001,CO,491110,Mail and Parcel Delivery,1,1.0,1,0,1,0,3.06,3060.0,1000.0,0.0,1,6,9.91,-0.45,NORMAL RISK
